# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,ANDHRA,,,,,,,,,,,,,,,,,,,,,
"1518 ",,"23 ","25 ","6.5 ","7.4 ","6605 ","8350 ","1.2 ","1.2 ","2.86 ","33.62 ","5 ","5 ","40 ","40 ","4310 ","5012 ","0.6 ","1.4 ","BDL ",BDL,
,"BOREWELL AT NANDYAL TOWNPRADESH ",,,,,,,,,,,,,,,,,,,,,
,ANDHRA,,,,,,,,,,,,,,,,,,,,,
"1519 ",,"25 ","25 ","6.5 ","6.9 ","1586 ","1638 ","BDL ","BDL ","5.98 ","9.63 ","8 ","8 ","62 ","62 ","952 ","1069 ","0.5 ","0.6 ","BDL ",BDL,
,"BOREWELL AT NAGIRI TOWNPRADESH ",,,,,,,,,,,,,,,,,,,,,
,BOREWELL NEAR,,,,,,,,,,,,,,,,,,,,,
,ANDHRA,,,,,,,,,,,,,,,,,,,,,
1520,SWARNAMUKHI RIVER AT,"24 ","26 ","7 ","7.1 ","775 ","873 ","BDL ","BDL ","0.62 ","2.34 ","2 ","2 ","34 ","34 ","465 ","570 ","0.9 ","0.9 ","BDL ",BDL,
,"PRADESH ",,,,,,,,,,,,,,,,,,,,,
,SRIKALAHASTI TOWN,,,,,,,,,,,,,,,,,,,,,
,OPEN WELL NEAR RAMA,,,,,,,,,,,,,,,,,,,,,
,ANDHRA,,,,,,,,,,,,,,,,,,,,,
1521,"TEMPLE, WARD NO.2, MINDI,","26 ","27 ","7.57 ","7.71 ","1783 ","2370 ","1.4 ","2 ","9.5 ","10.29 ","4 ","4 ","64 ","75 ","1148 ","1540 ","0.23 ","0.3 ","0.0005 ",0.0005,
,"PRADESH ",,,,,,,,,,,,,,,,,,,,,
,VISAKHAPATNAM,,,,,,,,,,,,,,,,,,,,,
,"OPEN WELL PEDDANUVVI,ANDHRA",,,,,,,,,,,,,,,,,,,,,
"1522 ",,"22 ","30 ","7.23 ","7.77 ","742 ","1658 ","2.5 ","2.5 ","1.22 ","5.66 ","3 ","7 ","64 ","93 ","498 ","982 ","0.39 ","0.39 ","BDL ",BDL,
,"PONNADA (V), ETCHERLA (M)PRADESH ",,,,,,,,,,,,,,,,,,,,,
,BOREWELL NEAR M/S ANDHRAANDHRA,,,,,,,,,,,,,,,,,,,,,
"1523 ",,"27 ","30 ","7.71 ","7.88 ","280 ","762 ","2 ","2 ","0.82 ","3.9 ","3 ","3 ","28 ","39 ","194 ","484 ","0.23 ","0.23 ","BDL ",BDL,
,"SUGARS LTD., KOVVUR TOWNPRADESH ",,,,,,,,,,,,,,,,,,,,,
,OPEN WELL NEAR PARTAP,,,,,,,,,,,,,,,,,,,,,
,ANDHRA,,,,,,,,,,,,,,,,,,,,,
1524,NAGAR BRIDGE - KAKINADA,"25 ","28 ","7.44 ","7.9 ","1080 ","1235 ","1.4 ","1.4 ","1.33 ","8.18 ","3 ","4 ","39 ","120 ","722 ","788 ","0.3 ","0.3 ","BDL ",BDL,
,"PRADESH ",,,,,,,,,,,,,,,,,,,,,
,TOWN,,,,,,,,,,,,,,,,,,,,,
,BOREWELL NEAR,,,,,,,,,,,,,,,,,,,,,
,"GRAMPANCHAYAT OFFICE,ANDHRA",,,,,,,,,,,,,,,,,,,,,
3087,,"24 ","24 ","7.25 ","7.78 ","2102 ","2413 ","1.8 ","2 ","1.51 ","1.95 ","3 ","4 ","14 ","20 ","1260 ","1430 ","0.56 ","0.62 ","BDL ",BDL,
,"PATHAPADU (V), VIJAYAWADAPRADESH ",,,,,,,,,,,,,,,,,,,,,
,RURAL,,,,,,,,,,,,,,,,,,,,,
,"HAND PUMP AT TANAM (V),ANDHRA",,,,,,,,,,,,,,,,,,,,,
"3089 ",,"27 ","28 ","5.75 ","7.27 ","1640 ","2740 ","2.3 ","2.3 ","8.74 ","9.81 ","3 ","3 ","39 ","64 ","1034 ","1680 ","0.48 ","0.58 ","BDL ",BDL,
,"PARAWADA (M)PRADESH ",,,,,,,,,,,,,,,,,,,,,
,HAND PUMP AT,,,,,,,,,,,,,,,,,,,,,
,ANDHRA,,,,,,,,,,,,,,,,,,,,,
3090,"PITTAVANIPALEM (V),","26 ","27 ","7.63 ","7.75 ","1167 ","1725 ","2.1 ","2.1 ","9.15 ","9.84 ","3 ","3 ","39 ","43 ","749 ","1120 ","BDL ","BDL ","BDL ",BDL,
,"PRADESH ",,,,,,,,,,,,,,,,,,,,,
,PARAWADA (M),,,,,,,,,,,,,,,,,,,,,

,,,,,WATER QUALITY DATA OF GROUND WATER UNDER NWMP - 2022,,,,,,,,,,,,,,,,,
Stati,"Name of Monitoring Location State Name ",Temperature,,"pH ",,Conductivity,,"BOD (mg/L) ",,,Nitrate-N +,Fecal Coliform,,Total Coliform,,Total Dissolved,,"Fluoride (mg/L) ",,,Arsenic (mg/L),
on,,o,,,,,,,,,,,,,,,,,,,,
,,(C),,,,,(μmhos/cm),,,,Nitrite-N,(MPN/100ml),,(MPN/100ml),,,Solids (mg/L),,,,,
Code,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,(mg/L),,,,,,,,,,,
,,"Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ",Max,
,BORE WELL AT KAPULUPPADAANDHRA,,,,,,,,,,,,,,,,,,,,,
"3091 ",,"22 ","27 ","7.26 ","7.31 ","3290 ","3780 ","2.1 ","2.2 ","9.75 ","11.85 ","3 ","11 ","75 ","150 ","2234 ","2300 ","0.28 ","0.95 ","BDL ",BDL,
,"DUMPSITE, VISHAKHAPATNAMPRADESH ",,,,,,,,,,,,,,,,,,,,,
,BORE WELL AT ARINAMANDHRA,,,,,,,,,,,,,,,,,,,,,
"3092 ",,"24 ","30 ","7.42 ","8.03 ","1014 ","1389 ","2.2 ","2.2 ","7.94 ","8.71 ","3 ","4 ","21 ","64 ","680 ","880 ","0.99 ","0.99 ","BDL ",BDL,
,"AKKIVALASA (V), ETCHERLA (M)PRADESH ",,,,,,,,,,,,,,,,,,,,,
,BORE WELL AT ALLADAPALEMANDHRA,,,,,,,,,,,,,,,,,,,,,
"3093 ",,"25 ","25 ","7.53 ","8.21 ","1156 ","1390 ","1.9 ","1.9 ","5.62 ","8.54 ","3 ","4 ","39 ","64 ","716 ","932 ","0.88 ","0.98 ","BDL ",BDL,
,"(V), PUSAPATIREGA(M)PRADESH ",,,,,,,,,,,,,,,,,,,,,
,"BOREWELL AT ZP HIGH SCHOOL,",,,,,,,,,,,,,,,,,,,,,
,"UDDANAM REGION,ANDHRA",,,,,,,,,,,,,,,,,,,,,
4350,,"24 ","32 ","7.23 ","7.69 ","695 ","1315 ","1.8 ","2.7 ","3.36 ","9.19 ","3 ","3 ","39 ","75 ","458 ","820 ","0.31 ","0.31 ","BDL ",BDL,
,"AMALAPADU (V),PRADESH ",,,,,,,,,,,,,,,,,,,,,
,VAJRAPUKOTTURU (M),,,,,,,,,,,,,,,,,,,,,
,BORE WELL AT MANGARAJU,,,,,,,,,,,,,,,,,,,,,
,ANDHRA,,,,,,,,,,,,,,,,,,,,,
4353,"HOUSE, GAJAPATHINAGARAM","25 ","29 ","7.93 ","8.15 ","3460 ","3890 ","2 ","2 ","10.98 ","49.22 ","3 ","4 ","64 ","64 ","2344 ","2528 ","0.27 ","0.27 ","0.0006 ",0.0006,
,"PRADESH ",,,,,,,,,,,,,,,,,,,,,
,"VILLAGE, PAYAKARAOPETA (M)",,,,,,,,,,,,,,,,,,,,,
,"BORE WELL, SRI NOOKATATA",,,,,,,,,,,,,,,,,,,,,
,ANDHRA,,,,,,,,,,,,,,,,,,,,,
4354,"TEMPLE RAJAYYAPETA VILLAGE,","26 ","27 ","7.49 ","7.88 ","10380 ","11120 ","2.1 ","2.1 ","8.91 ","10.05 ","3 ","4 ","43 ","75 ","6520 ","7640 ","0.46 ","0.55 ","BDL ",BDL,
,"PRADESH ",,,,,,,,,,,,,,,,,,,,,
,NAKKAPALLI (M),,,,,,,,,,,,,,,,,,,,,
,"BORE WELL, CHIPPADA (V),ANDHRA",,,,,,,,,,,,,,,,,,,,,
"4355 ",,"23 ","28 ","6.8 ","7.17 ","855 ","858 ","1.1 ","1.6 ","8.88 ","9.25 ","3 ","3 ","64 ","64 ","540 ","588 ","0.64 ","0.64 ","BDL ",BDL,
,"BHEEMUNIPATNAM (M)PRADESH ",,,,,,,,,,,,,,,,,,,,,
,"BORE WELL AT IDA,",,,,,,,,,,,,,,,,,,,,,
,ANDHRA,,,,,,,,,,,,,,,,,,,,,
4360,"RAMANAYYAPETA, KAKINADA","24 ","28 ","8.07 ","8.08 ","798 ","886 ","1.1 ","1.1 ","3.49 ","3.92 ","3 ","3 ","28 ","43 ","520 ","538 ","0.47 ","0.47 ","0.0057 ",0.006,
,"PRADESH ",,,,,,,,,,,,,,,,,,,,,
,TOWN,,,,,,,,,,,,,,,,,,,,,
,BORE WALL AT RAJIV,,,,,,,,,,,,,,,,,,,,,
,"GRUHAKALAPA, NEAR AP PAPER",,,,,,,,,,,,,,,,,,,,,
,ANDHRA,,,,,,,,,,,,,,,,,,,,,
4364,"MILLS WORKERS COLONY,","24 ","26 ","7.45 ","8.29 ","709 ","940 ","1.6 ","1.6 ","0.32 ","8.02 ","3 ","3 ","39 ","48 ","458 ","652 ","0.27 ","0.54 ","0.0006 ",0.0006,
,"PRADESH ",,,,,,,,,,,,,,,,,,,,,
,"MALLAYYAPETA, KATHERU,",,,,,,,,,,,,,,,,,,,,,
,RAJAMAHENDRAVARAM,,,,,,,,,,,,,,,,,,,,,
,"BOREWELL WATER , APIIC",,,,,,,,,,,,,,,,,,,,,
,"OFFICE, IDA KONDAPALLI,ANDHRA",,,,,,,,,,,,,,,,,,,,,
4376,,"22 ","24 ","7.44 ","7.6 ","4770 ","7670 ","2.8 ","2.9 ","2.92 ","2.98 ","3 ","7 ","23 ","75 ","2990 ","4600 ","0.93 ","0.98 ","0.0007 ",0.0038,
,"KONDAPALLI (V),PRADESH ",,,,,,,,,,,,,,,,,,,,,
,IBRAHIMPATNAM (M),,,,,,,,,,,,,,,,,,,,,
,BOREWELL AT IMITATION,,,,,,,,,,,,,,,,,,,,,
,ANDHRA,,,,,,,,,,,,,,,,,,,,,
4377,"JEWELLARY PARK,","27 ","27 ","8.07 ","8.19 ","8920 ","10200 ","2.8 ","2.9 ","3.34 ","4.47 ","3 ","5 ","28 ","64 ","5440 ","6120 ","0.92 ","0.96 ","0.0009 ",0.0009,
,"PRADESH ",,,,,,,,,,,,,,,,,,,,,
,MACHILIPTNAM TOWN,,,,,,,,,,,,,,,,,,,,,
,"BOREWELL WATER , SRI",,,,,,,,,,,,,,,,,,,,,
,VENKATESWARA SWAMYANDHRA,,,,,,,,,,,,,,,,,,,,,
4380,,"21 ","22 ","7.26 ","7.93 ","802 ","980 ","2.2 ","2.4 ","0.65 ","0.71 ","3 ","3 ","9 ","14 ","498 ","584 ","0.58 ","0.61 ","0.0005 ",0.0036,
,"TEMPLE, VENKATA PALEM (V),PRADESH ",,,,,,,,,,,,,,,,,,,,,
,TULLUR (M),,,,,,,,,,,,,,,,,,,,,
,BOREWELL AT PEDAKAKANI,,,,,,,,,,,,,,,,,,,,,
,ANDHRA,,,,,,,,,,,,,,,,,,,,,
4382,"POLICE STATION, AUTONAGAR,","21 ","22 ","7.4 ","7.68 ","4360 ","4476 ","2.2 ","2.4 ","4.32 ","4.83 ","3 ","4 ","15 ","21 ","2730 ","2740 ","0.4 ","0.43 ","0.0049 ",0.0049,
,"PRADESH ",,,,,,,,,,,,,,,,,,,,,
,PEDAKAKANI (V & M),,,,,,,,,,,,,,,,,,,,,
,BOREWELL IN FRONT OF M/S,,,,,,,,,,,,,,,,,,,,,
,BHAGEERADHA CHEMICALS &,,,,,,,,,,,,,,,,,,,,,
,ANDHRA,,,,,,,,,,,,,,,,,,,,,
4384,"INDUSTRIES LTD,","24 ","25 ","7.3 ","7.98 ","9200 ","10280 ","2.4 ","2.8 ","8.37 ","9.1 ","3 ","10 ","39 ","75 ","5520 ","6270 ","0.99 ","1.23 ","0.0012 ",0.0014,
,"PRADESH ",,,,,,,,,,,,,,,,,,,,,
,"CHERUVUKOMMUPALEM (V),",,,,,,,,,,,,,,,,,,,,,
,ONGOLE (M),,,,,,,,,,,,,,,,,,,,,

,,,,,,WATER QUALITY DATA OF GROUND WATER UNDER NWMP - 2022,,,,,,,,,,,,,,,,
Stati,"Name of Monitoring Location ","State Name ",Temperature,,"pH ",,Conductivity,,"BOD (mg/L) ",,,Nitrate-N +,Fecal Coliform,,Total Coliform,,Total Dissolved,,"Fluoride (mg/L) ",,,Arsenic (mg/L)
on,,,o,,,,,,,,,,,,,,,,,,,
,,,(C),,,,(μmhos/cm),,,,,Nitrite-N,(MPN/100ml),,(MPN/100ml),,,Solids (mg/L),,,,
Code,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,(mg/L),,,,,,,,,,,
,,,"Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ",Max
,BOREWELL NEAR SRI,,,,,,,,,,,,,,,,,,,,,
,,ANDHRA,,,,,,,,,,,,,,,,,,,,
4392,"GOVINDARAJA SWAMY TEMPLE,",,"24 ","29 ","6.6 ","6.7 ","1034 ","1051 ","BDL ","BDL ","4.53 ","8.72 ","7 ","7 ","46 ","46 ","631 ","674 ","0.8 ","0.8 ","BDL ",BDL
,,"PRADESH ",,,,,,,,,,,,,,,,,,,,
,TIRUPATI TOWN,,,,,,,,,,,,,,,,,,,,,
,"CLOSED MSW DUMPSITE,",ANDHRA,,,,,,,,,,,,,,,,,,,,
"4393 ",,,"25 ","25 ","7.1 ","7.2 ","2408 ","2603 ","2 ","2 ","9.01 ","9.42 ","12 ","12 ","69 ","69 ","1562 ","1571 ","0.8 ","1.4 ","BDL ",BDL
,"UKKAYAPALLI (V), KADAPA (M)","PRADESH ",,,,,,,,,,,,,,,,,,,,
,BOREWELL AT APIIC OFFICE,,,,,,,,,,,,,,,,,,,,,
,INDUSTRIAL ESTATE GROWTH,ANDHRA,,,,,,,,,,,,,,,,,,,,
4394,,,"28 ","28 ","6.9 ","6.9 ","1806 ","3170 ","1.2 ","1.2 ","1.19 ","5.84 ","8 ","8 ","42 ","42 ","1178 ","1902 ","0.9 ","1.8 ","BDL ",BDL
,"CENTRE, THUMAKUNTA (V),","PRADESH ",,,,,,,,,,,,,,,,,,,,
,HINDUPUR (M),,,,,,,,,,,,,,,,,,,,,
,BOREWELL AT APIIC OFFICE,,,,,,,,,,,,,,,,,,,,,
,,ANDHRA,,,,,,,,,,,,,,,,,,,,
4395,"INDUSTRIAL ESTATE,",,"27 ","27 ","6.9 ","7.5 ","3070 ","3127 ","BDL ","BDL ","7.46 ","8.26 ","2 ","2 ","27 ","27 ","1845 ","2041 ","1.3 ","1.7 ","BDL ",BDL
,,"PRADESH ",,,,,,,,,,,,,,,,,,,,
,ANANTAPUR(M),,,,,,,,,,,,,,,,,,,,,
,"GROUND WATER AT DIGBOI,",,,,,,,,,,,,,,,,,,,,,
"1533 ",,"ASSAM ","22 ","27 ","6.9 ","7.2 ","308 ","313 ","2.4 ","2.5 ","0.8 ","1 ","- ","- ","- ","- ","176 ","212 ","0.3 ","0.31 ","0.01 ",0.01
,"TINSUKIA DISTT., ASSAM ",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER AT KARBI,,,,,,,,,,,,,,,,,,,,,
"1534 ",,"ASSAM ","26 ","26 ","7 ","7 ","268 ","268 ","2.5 ","2.5 ","1.4 ","1.4 ","- ","- ","- ","- ","186 ","186 ","0.32 ","0.32 ","0.01 ",0.01
,"ANGLONG TOWN, ASSAM ",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER AT SIVASAGAR,,,,,,,,,,,,,,,,,,,,,
1535,"GOVT ME SCHOOL WARD 6, RED","ASSAM ","20 ","26 ","6.8 ","7 ","295 ","298 ","2.3 ","2.4 ","0.8 ","0.9 ","- ","- ","- ","- ","166 ","190 ","0.3 ","0.31 ","0.01 ",0.01
,"CROSS ROAD , ASSAM",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM NEAR,,,,,,,,,,,,,,,,,,,,,
1536,BPMS H.S. SCHOOL SONARI,"ASSAM ","22 ","24 ","6.9 ","7.2 ","378 ","385 ","2.5 ","2.6 ","0.8 ","1 ","360 ","360 ","910 ","910 ","212 ","236 ","0.3 ","0.31 ","0.01 ",0.01
,TOWN DIST CHARAIDEO,,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM JORHAT,,,,,,,,,,,,,,,,,,,,,
"1537 ",,"ASSAM ","18 ","26 ","6.9 ","7.8 ","274 ","366 ","2.4 ","2.6 ","0.8 ","0.9 ","- ","- ","- ","- ","196 ","204 ","0.28 ","0.31 ","0.01 ",0.01
,"TOWN, ASSAM ",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM SILCHAR,,,,,,,,,,,,,,,,,,,,,
"1538 ",,"ASSAM ","24 ","24 ","6.8 ","6.8 ","126 ","126 ","2 ","2 ","1 ","1 ","BDL ","BDL ","BDL ","BDL ","80 ","80 ","0.26 ","0.26 ","0.01 ",0.01
,"TOWN , ASSAM ",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM BARPETA,,,,,,,,,,,,,,,,,,,,,
"1539 ",,"ASSAM ","29 ","29 ","7.6 ","7.6 ","166 ","166 ","2.5 ","2.5 ","0.9 ","0.9 ","- ","- ","- ","- ","124 ","124 ","0.32 ","0.32 ","0.02 ",0.02
,"TOWN, ASSAM ",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM,,,,,,,,,,,,,,,,,,,,,
"1540 ",,"ASSAM ","27 ","30 ","6.8 ","6.9 ","312 ","318 ","2.3 ","2.4 ","0.7 ","0.9 ","- ","- ","- ","- ","182 ","198 ","0.31 ","0.32 ","0.01 ",0.01
,"BONAIGAON TOWN, ASSAM ",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM,,,,,,,,,,,,,,,,,,,,,
"1541 ",,"ASSAM ","25 ","25 ","6.7 ","6.8 ","342 ","346 ","2.3 ","2.5 ","0.8 ","0.9 ","- ","- ","- ","- ","190 ","216 ","0.3 ","0.31 ","0.01 ",0.01
,"NOONMATI GUWAHATI, ASSAM ",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM SIJUBARI,,,,,,,,,,,,,,,,,,,,,
1542,"MAZAR, NATBOMA HATIGAON,","ASSAM ","22 ","30 ","7.2 ","7.4 ","358 ","363 ","2.3 ","2.4 ","0.8 ","0.9 ","- ","- ","- ","- ","122 ","206 ","0.3 ","0.33 ","0.01 ",0.01
,GUWAHATI,,,,,,,,,,,,,,,,,,,,,
,"GROUND WATER FROM LEDO,",,,,,,,,,,,,,,,,,,,,,
"2243 ",,"ASSAM ","23 ","23 ","6.9 ","7.4 ","290 ","295 ","2.3 ","2.4 ","0.9 ","1 ","- ","- ","- ","- ","168 ","180 ","0.29 ","0.3 ","0.01 ",0.01
,"MARGHERITA, ASSAM ",,,,,,,,,,,,,,,,,,,,,
,"GROUND WATER FROM NAZIRA,",,,,,,,,,,,,,,,,,,,,,
"2244 ",,"ASSAM ","20 ","25 ","6.9 ","7.1 ","356 ","362 ","2.4 ","2.6 ","0.9 ","1.1 ","- ","- ","- ","- ","202 ","226 ","0.28 ","0.31 ","0.01 ",0.01
,"ASSAM ",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM,,,,,,,,,,,,,,,,,,,,,
2245,NUMALIGARH (NEAR NRL TE,"ASSAM ","25 ","26 ","6.8 ","6.9 ","214 ","220 ","2.4 ","2.6 ","0.8 ","0.9 ","- ","- ","- ","- ","126 ","140 ","0.29 ","0.31 ","0.01 ",0.01
,"LABOR COLONY), ASSAM",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM,,,,,,,,,,,,,,,,,,,,,
"2246 ",,"ASSAM ","23 ","23 ","7.1 ","7.1 ","196 ","196 ","2.6 ","2.6 ","1.2 ","1.2 ","- ","- ","- ","- ","136 ","136 ","0.33 ","0.33 ","0.01 ",0.01
,"SEMENCHAPARI, ASSAM ",,,,,,,,,,,,,,,,,,,,,

,,,,,,WATER QUALITY DATA OF GROUND WATER UNDER NWMP - 2022,,,,,,,,,,,,,,,,
Stati,"Name of Monitoring Location ","State Name ",Temperature,,"pH ",,Conductivity,,"BOD (mg/L) ",,,Nitrate-N +,Fecal Coliform,,Total Coliform,,Total Dissolved,,"Fluoride (mg/L) ",,,Arsenic (mg/L)
on,,,o,,,,,,,,,,,,,,,,,,,
,,,(C),,,,(μmhos/cm),,,,,Nitrite-N,(MPN/100ml),,(MPN/100ml),,,Solids (mg/L),,,,
Code,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,(mg/L),,,,,,,,,,,
,,,"Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ","Max ","Min ",Max
,GROUND WATER FROM,,,,,,,,,,,,,,,,,,,,,
"2247 ",,"ASSAM ","23 ","23 ","7 ","7 ","264 ","264 ","2.5 ","2.5 ","1.4 ","1.4 ","- ","- ","- ","- ","178 ","178 ","0.32 ","0.32 ","0.01 ",0.01
,"SILAPATHAR, ASSAM ",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM,,,,,,,,,,,,,,,,,,,,,
"2248 ",,"ASSAM ","22 ","26 ","7.6 ","7.7 ","258 ","262 ","2.4 ","2.6 ","0.7 ","0.9 ","- ","- ","- ","- ","146 ","172 ","0.28 ","0.33 ","0.01 ",0.01
,"LAKHIMPUR TOWN, ASSAM ",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM TEZPUR,,,,,,,,,,,,,,,,,,,,,
"2249 ",,"ASSAM ","26 ","26 ","6.8 ","7 ","280 ","280 ","2.1 ","2.6 ","0.8 ","1.4 ","BDL ","BDL ","BDL ","BDL ","168 ","190 ","0.3 ","0.33 ","0.01 ",0.01
,"(MISSION CHARIALI), ASSAM ",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM NAGAON,,,,,,,,,,,,,,,,,,,,,
"2250 ",,"ASSAM ","24 ","24 ","6.9 ","7.1 ","320 ","324 ","2.5 ","2.6 ","0.9 ","1 ","- ","- ","- ","- ","180 ","206 ","0.29 ","0.31 ","0.01 ",0.02
,"(PANIGAON), ASSAM ",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM,,,,,,,,,,,,,,,,,,,,,
2251,JAGIROAD NEAR HPC EFFLUENT,"ASSAM ","23 ","27 ","6 ","7 ","352 ","358 ","2.5 ","2.7 ","0.9 ","1 ","- ","- ","- ","- ","202 ","220 ","0.29 ","0.32 ","0.01 ",0.01
,"DISCHARGE POINT, ASSAM",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER NEAR MSW,,,,,,,,,,,,,,,,,,,,,
2252,DUMPING SITE AT GARCHUK-,"ASSAM ","22 ","27 ","7.1 ","7.6 ","392 ","398 ","2.7 ","2.8 ","1 ","1.1 ","- ","- ","- ","- ","222 ","242 ","0.28 ","0.3 ","0.01 ",0.03
,"GUWAHATI, ASSAM",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM,,,,,,,,,,,,,,,,,,,,,
"2253 ",,"ASSAM ","19 ","20 ","7 ","7.2 ","340 ","344 ","2.5 ","2.6 ","0.9 ","2.5 ","- ","- ","- ","- ","194 ","218 ","0.26 ","0.3 ","0.01 ",0.01
,"NALBARI, ASSAM ",,,,,,,,,,,,,,,,,,,,,
,GROUND WATER FROM BARPETA,,,,,,,,,,,,,,,,,,,,,
"2254 ",,"ASSAM ","32 ","32 ","7.4 ","7.4 ","158 ","158 ","2.6 ","2.6 ","0.9 ","0.9 ","- ","- ","- ","- ","120 ","120 ","0.32 ","0.32 ","0.02 ",0.02
,"ROAD(RLY STATION), ASSAM ",,,,,,,,,,,,,,,,,,,,,
,"GROUND WATER NEAR BPRL,",,,,,,,,,,,,,,,,,,,,,
"2255 ",,"ASSAM ","26 ","30 ","6.8 ","7 ","310 ","347 ","2.5 ","2.6 ","0.8 ","0.9 ","- ","- ","- ","- ","196 ","198 ","0.28 ","0.32 ","0.01 ",0.02
